SYMBOL, SERIES, DATE1,PREVCL, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
VIKASECO, EQ, 30-Jun-2020,4.45,4.25,4.65,4.25,4.35,4.35,4.44,1517632,67.45,1433,885630,58.36
VIKASMCORP, BE, 30-Jun-2020,5,5,5.25,4.95,5.15,5.05,5.09,1668689,84.89,452, -, -
VIKASPROP, EQ, 30-Jun-2020,4,3.95,3.95,3.95,3.95,3.95,3.95,174449,6.89,489,174449,100
VIKASWSP, EQ, 30-Jun-2020,6.65,6.65,6.7,6.35,6.35,6.35,6.51,274818,17.89,337,202047,73.52
VIMTALABS, EQ, 30-Jun-2020,86,86.65,89,84.5,84.95,85,86.86,134366,116.71,1946,54237,40.37
VINATIORGA, EQ, 30-Jun-2020,975.6,987,987.55,960,964.45,964.2,969.99,161513,1566.66,3648,131855,81.64
VINDHYATEL, EQ, 30-Jun-2020,759.2,768.5,769.2,735.1,740.2,740.1,753.01,5687,42.82,677,3125,54.95
VINNY, SM, 30-Jun-2020,41.25,41.25,41.25,41.25,41.25,41.25,41.25,12000,4.95,4,12000,100
VINYLINDIA, EQ, 30-Jun-2020,94,94.25,95.55,90,91.15,90.5,92.48,125289,115.86,2102,64767,51.69
VIPCLOTHNG, BE, 30-Jun-2020,9.75,10.15,10.15,9.3,9.3,9.3,9.52,122652,11.68,350, -, -
VIPIND, EQ, 30-Jun-2020,264.75,265.5,267.7,255.95,256.95,257.65,261.74,393115,1028.94,6808,151519,38.54
VIPULLTD, EQ, 30-Jun-2020,15.85,16.6,16.6,16.05,16.05,16.2,16.5,29866,4.93,110,22179,74.26
VISAKAIND, EQ, 30-Jun-2020,237.4,238,241.95,232,232.95,232.95,235.98,14433,34.06,416,10697,74.11
VISASTEEL, EQ, 30-Jun-2020,6.6,6.9,6.9,6.9,6.9,6.9,6.9,8202,0.57,31,8202,100
VISHAL, BE, 30-Jun-2020,257.4,257.5,258,250,258,258,253.03,33720,85.32,40, -, -
VISHNU, EQ, 30-Jun-2020,128.65,128.65,134,125.25,125.25,126.55,128.74,10289,13.25,496,5263,51.15
VISHWARAJ, EQ, 30-Jun-2020,79.35,79.3,84.3,78,79.85,78.75,81.61,38217,31.19,815,13618,35.63
VIVIMEDLAB, BE, 30-Jun-2020,13.55,13.25,13.6,12.9,12.9,12.9,13.08,80259,10.5,270, -, -
VLSFINANCE, EQ, 30-Jun-2020,48.75,47.6,48.8,45.7,46.95,46.5,47.03,18221,8.57,371,12717,69.79
VMART, EQ, 30-Jun-2020,1699.6,1708.1,1765.05,1694.85,1750,1740.8,1729.39,21903,378.79,2116,8835,40.34
VOLTAMP, EQ, 30-Jun-2020,1108.3,1114.95,1128.85,1067.5,1090,1091.6,1095.66,22618,247.82,2459,10740,47.48
VOLTAS, EQ, 30-Jun-2020,536.7,539.1,548.9,539,545.3,546.45,545.13,1906467,10392.8,34450,570749,29.94
VRLLOG, EQ, 30-Jun-2020,158.7,168,168,160.5,161.1,161.25,164.12,160799,263.9,3860,54014,33.59
VSSL, BE, 30-Jun-2020,60.9,63.85,63.85,61.1,61.4,62.35,62.23,2547,1.58,40, -, -
VSTIND, EQ, 30-Jun-2020,3127.55,3165,3189,3109,3118,3133.35,3137.24,4899,153.69,917,2760,56.34
VSTTILLERS, EQ, 30-Jun-2020,1298.35,1306.1,1370,1290.05,1329,1325.6,1330.11,20957,278.75,2438,9711,46.34
VTL, EQ, 30-Jun-2020,659.8,663.1,669.85,640.15,652,651.25,654.57,58724,384.39,3786,48364,82.36
WABAG, EQ, 30-Jun-2020,109.85,111.8,111.8,107.05,107.9,107.75,108.88,62122,67.64,3419,36924,59.44
WABCOINDIA, EQ, 30-Jun-2020,6875.15,6888.95,6890,6875,6876.7,6880.15,6879.96,2323,159.82,406,1812,78
WALCHANNAG, EQ, 30-Jun-2020,48.15,49.1,52.95,48.4,51,50.9,51.81,652451,338.03,4805,199392,30.56
WANBURY, BE, 30-Jun-2020,24,24.9,24.9,22.9,23.75,24.2,23.79,6861,1.63,37, -, -
WATERBASE, EQ, 30-Jun-2020,106.05,106.9,107.35,101.6,103,102.65,104.5,169705,177.35,2274,69757,41.1
WEBELSOLAR, EQ, 30-Jun-2020,23.35,23.1,23.3,22.2,22.2,22.2,22.45,41201,9.25,219,36428,88.42
WEIZMANIND, EQ, 30-Jun-2020,24.25,24.5,24.5,23.55,24.5,24.05,24.07,1307,0.31,29,1246,95.33
WELCORP, EQ, 30-Jun-2020,80.55,81.3,82.5,78,80.5,79.75,80.32,831010,667.49,7787,483623,58.2
WELENT, EQ, 30-Jun-2020,64.2,64.5,65.7,63,63.7,63.4,64.48,116528,75.14,1538,60041,51.52
WELINV, EQ, 30-Jun-2020,210,220,220,211,215,215,215.79,1181,2.55,19,1007,85.27
WELSPUNIND, EQ, 30-Jun-2020,37.9,39,39.15,36.15,37.2,37.1,37.64,2846125,1071.25,9368,1523025,53.51
WENDT, EQ, 30-Jun-2020,2699,2775,2775,2669.95,2673.1,2674.1,2679.88,353,9.46,100,144,40.79
WESTLIFE, EQ, 30-Jun-2020,315.6,315.3,319.5,306,306.5,307.85,313.81,162046,508.52,3725,55489,34.24
WFL, SM, 30-Jun-2020,61.5,64,64,64,64,64,64,8000,5.12,5,8000,100
WHEELS, EQ, 30-Jun-2020,450.25,474.25,475,451.15,454.05,453.75,463.99,93032,431.66,4001,37922,40.76
WHIRLPOOL, EQ, 30-Jun-2020,2024.3,2025,2094,2025,2069.9,2074.8,2057.38,22296,458.71,2911,8233,36.93
WILLAMAGOR, EQ, 30-Jun-2020,19,19.7,19.7,18.05,18.1,18.1,18.23,5700,1.04,221,5171,90.72
WINDMACHIN, EQ, 30-Jun-2020,15.55,15.25,15.9,15.15,15.3,15.2,15.52,10969,1.7,208,7574,69.05
WIPL, BE, 30-Jun-2020,51,48.45,53,48.45,51,51,51.56,87,0.04,4, -, -
WIPRO, EQ, 30-Jun-2020,219.7,219.6,221.95,218,219.7,219.65,220.06,5501193,12106.05,47416,1255451,22.82
WOCKPHARMA, EQ, 30-Jun-2020,291.7,293.2,294.25,278.5,280.25,280.9,284.53,747874,2127.95,14896,272353,36.42
WONDERLA, EQ, 30-Jun-2020,131.95,132,133.2,131.1,132.6,131.85,132.01,39185,51.73,1015,23167,59.12
WORTH, SM, 30-Jun-2020,48.35,49.95,50,48,48,48.35,49.77,33000,16.43,13,30000,90.91
WSI, BE, 30-Jun-2020,1.7,1.75,1.75,1.65,1.75,1.75,1.73,29840,0.52,37, -, -
WSTCSTPAPR, EQ, 30-Jun-2020,207.15,206,206.8,187.5,188.75,188.7,194.65,607078,1181.66,9250,297805,49.06
XCHANGING, EQ, 30-Jun-2020,44.8,45.9,48,44.5,47.1,47.3,46.62,82097,38.27,1024,74003,90.14
XELPMOC, BE, 30-Jun-2020,71.65,68.25,71.6,68.1,68.1,70.8,68.98,4923,3.4,53, -, -
XPROINDIA, EQ, 30-Jun-2020,33.3,32.9,32.9,30,30,30,30.81,42421,13.07,375,24799,58.46
YESBANK, EQ, 30-Jun-2020,26.1,26.5,26.6,25.5,25.6,25.6,25.76,16166021,4164.49,39077,9469650,58.58
ZEEL, EQ, 30-Jun-2020,172.05,174,175.8,169.6,171.3,171.1,172.95,10280629,17779.98,67886,1731100,16.84
ZEEL, P2, 30-Jun-2020,3.5,3.55,3.55,3.45,3.5,3.5,3.47,65341,2.27,30,64216,98.28
ZEELEARN, EQ, 30-Jun-2020,16.2,16.2,16.9,16.1,16.15,16.2,16.38,872423,142.92,1721,577461,66.19
ZEEMEDIA, BE, 30-Jun-2020,6.55,6.85,6.85,6.55,6.85,6.85,6.82,1767064,120.51,1645, -, -
ZENITHEXPO, EQ, 30-Jun-2020,35.85,35.7,36.9,35,36.9,35.6,35.65,1201,0.43,19,677,56.37
ZENSARTECH, EQ, 30-Jun-2020,126.9,129.8,130,122.65,124.2,123.85,125.43,128110,160.69,2080,76087,59.39
ZENTEC, EQ, 30-Jun-2020,52.05,50,53.5,49.75,50.2,50.05,51.12,107109,54.75,1294,56964,53.18
ZODIACLOTH, EQ, 30-Jun-2020,128.9,130.15,133,127,130,129.6,130.29,8127,10.59,271,4864,59.85
ZODJRDMKJ, EQ, 30-Jun-2020,25.5,25,26.25,22.05,24.4,24.4,24.1,8580,2.07,472,1938,22.59
ZOTA, EQ, 30-Jun-2020,144.85,145.75,147.75,142.4,143.85,143.8,144.57,2478,3.58,60,2395,96.65
ZUARI, EQ, 30-Jun-2020,101.55,103.85,104.05,98.2,98.2,100.15,102.54,20250,20.76,430,13167,65.02
ZUARIGLOB, EQ, 30-Jun-2020,54.2,53.35,54.95,52.5,53.5,53.3,53.64,20096,10.78,344,13560,67.48
ZYDUSWELL, EQ, 30-Jun-2020,1271.45,1271,1281.05,1266,1275,1275.75,1273.84,13251,168.8,1188,9562,72.16
